Mercer Hotel Barcelona,Minimalist style meets medieval heritage in a restored townhouse in Barcelona's Gothi...,Barcelona,cdnx.jetcdn.com/static/image/ZmHjXwV1ZPkcoJSaMKZipUWiMUIwqP9jpz9jMKW0nJImYmZmAQHip3WwYGH3ZwZ2YGRmAGt1ZmN2ZQRhnaOa
Hotel Miramar Barcelona,"Hotel Miramar is one of Barcelona’s most attractive hotels, located in leafy Montjuic...",Barcelona,cdnx.jetcdn.com/static/image/ZmHjXwV1ZPkcoJSaMKZipUWiMUIwqP9jpz9jMKW0nJImYmR5AQNip3WwYGD2BGHjYGRmZGx0AwtkBQphnaOa
ABaC Restaurant & Hotel,Want to experience Barcelona's avant-garde food scene first-hand? Check into ABaC Res...,Barcelona,cdnx.jetcdn.com/static/image/ZmHjXwV1ZPkcoJSaMKZipUWiMUIwqP9jpz9jMKW0nJImYmVjZmLip3WwYGR4BQRlYGRmZwRlBGplAGLhnaOa
"Mandarin Oriental, Barce...","Smack in the center of Barcelona’s coveted Passeig de Gràcia thoroughfare, Mandarin O...",Barcelona,cdnx.jetcdn.com/static/image/ZmHjXwV1ZPkcoJSaMKZipUWiMUIwqP9jpz9jMKW0nJImYmV4AGNip3WwYGL5BGt1YGRmZmL2AmV1AQDhnaOa
Hospes Madrid,"Hip, urban and intimate, Hospes Madrid has an ideal address on the neoclassical Plaza...",Madrid,cdnx.jetcdn.com/static/image/ZmHjXwV1ZPkcoJSaMKZipUWiMUIwqP9jpz9jMKW0nJImYmV5BGxip3WwYGZ1BGHkYGRmAQRmAGNkBGDhnaOa
Radisson Blu Madrid Prad...,"A grand neoclassical façade, sleek rooms and a super-central location in Madrid’s art...",Madrid,cdnx.jetcdn.com/static/image/ZmHjXwV1ZPkcoJSaMKZipUWiMUIwqP9jpz9jMKW0nJImYmVlZwZip3WwYGVmZmt5YGRmZwt2ZwLjZmphnaOa
Hotel Silken Puerta Amér...,From ,Madrid,cdnx.jetcdn.com/static/image/ZmHjXwV1ZPkcoJSaMKZipUWiMUIwqP9jpz9jMKW0nJImYmV0Zmtip3WwYGt4AGHkYGRmZwtjAQN5ZwthnaOa
Hotel Ritz Madrid,"Hotel Ritz Madrid celebrated its centenary in 2010, and continues to impress with its...",Madrid,cdnx.jetcdn.com/static/image/ZmHjXwV1ZPkcoJSaMKZipUWiMUIwqP9jpz9jMKW0nJImYmV4BGZip3WwYGZ0BGxjYGRmZmp4AmDjZmxhnaOa
Alma Hotel & Lounge,"Historic townhouse turned hip hotel near Tel Aviv's bars, boutiques and beaches",Tel-Aviv,cdnx.jetcdn.com/static/image/ZmHjXwV1ZPkcoJSaMKZipUWiMUIwqP9jpz9jMKW0nJImYmZmBGpip3WwYGp0AGDmYGRmAwN2ZQR5AGRhnaOa
The David Citadel Hotel,Jerusalem stone blocks meet glass and steel curves at this family-friendly spot overl...,Jerusalem,cdnx.jetcdn.com/static/image/ZmHjXwV1ZPkcoJSaMKZipUWiMUIwqP9jpz9jMKW0nJImYmZ0ZmHip3WwYGV3ZGx5YGRmAwR5BGplAQLhnaOa
Mamilla Hotel,"Designer digs in Jerusalem's historic heart, with a holistic spa and rooftop restaura...",Jerusalem,cdnx.jetcdn.com/static/image/ZmHjXwV1ZPkcoJSaMKZipUWiMUIwqP9jpz9jMKW0nJImYmZ0ZmLip3WwYGV3ZwZ5YGRmAwVjZQN1BGphnaOa
Fly Virgin Atlantic to L...,Flights are usually the last hurdle you have to clear in order to start your vacation...,London,cdnx.jetcdn.com/static/image/ZmHjXwV1ZPkcoJSaMKZipUWiMUIwqP9jpz9jMKW0nJImYmZ2ZmNip3WwYGV3ZGD2YGRmAmRlZwZmBQVhnaOa
Corinthia Hotel London,Corinthia Hotel London is one of the latest luxury hotels to (re-)open in the soon-to...,London,cdnx.jetcdn.com/static/image/ZmHjXwV1ZPkcoJSaMKZipUWiMUIwqP9jpz9jMKW0nJImYmR2BQtip3WwYGxjZwNjYGRmZGD3ZwpmZGLhnaOa
Belgraves - A Thompson H...,Thompson Hotels' first European outpost pairs industrial chic with high-end luxury in...,London,cdnx.jetcdn.com/static/image/ZmHjXwV1ZPkcoJSaMKZipUWiMUIwqP9jpz9jMKW0nJImYmV0ZGRip3WwYGL5ZmDjYGRmZwp5AwN2ZQphnaOa
The Arch London,"In the heart of London’s trendy Marylebone neighborhood, across the street from Madon...",London,cdnx.jetcdn.com/static/image/ZmHjXwV1ZPkcoJSaMKZipUWiMUIwqP9jpz9jMKW0nJImYmRjAQZip3WwYGZ2AGL5YGRmZQZ4ZmZ5AmLhnaOa
Eccleston Square Hotel,Pretty Georgian townhouse turned London's techiest hotel in leafy Belgravia,London,cdnx.jetcdn.com/static/image/ZmHjXwV1ZPkcoJSaMKZipUWiMUIwqP9jpz9jMKW0nJImYmR2AQDip3WwYGpkBQp5YGRmAwRmAmLmAwxhnaOa
citizenM Bankside,Buzzy social hubs and rooms furnished by Vitra make up this sleek design hotel on Lon...,London,cdnx.jetcdn.com/static/image/ZmHjXwV1ZPkcoJSaMKZipUWiMUIwqP9jpz9jMKW0nJImYmZ0BQZip3WwYGpmAGZlYGRmAwD4AQx5ZmNhnaOa
Dukes Hotel,A quintessentially British hotel with a gentleman’s club feel and a bar that inspired...,London,cdnx.jetcdn.com/static/image/ZmHjXwV1ZPkcoJSaMKZipUWiMUIwqP9jpz9jMKW0nJImYmVkAGVip3WwYGpkAQLmYGRmZwZ0AQp5AGVhnaOa
ME London,"Hip hotel designed by Sir Norman Foster with a DJ-helmed restaurant, and rooftop bar ...",London,cdnx.jetcdn.com/static/image/ZmHjXwV1ZPkcoJSaMKZipUWiMUIwqP9jpz9jMKW0nJImYmZmAGLip3WwYGRmBQD0YGRmAGtlAmx0ZGDhnaOa
The Langham London,Stately grande dame near Regent's Park that serves posh afternoon tea by day and kill...,London,cdnx.jetcdn.com/static/image/ZmHjXwV1ZPkcoJSaMKZipUWiMUIwqP9jpz9jMKW0nJImYmRjAwtip3WwYGZ5ZwLlYGRmZQH2AmHjAQRhnaOa
The Cumberland Hotel,"A short walk from Marble Arch, this central London hotel was rocker Jimi Hendrix’s af...",London,cdnx.jetcdn.com/static/image/ZmHjXwV1ZPkcoJSaMKZipUWiMUIwqP9jpz9jMKW0nJImYmZjZGRip3WwYGL3ZwplYGRmAQV0AmD0BQthnaOa
Sanctum Soho,A decadent rock & roll retreat with a rooftop bar and 24-hour hot tub in the heart of...,London,cdnx.jetcdn.com/static/image/ZmHjXwV1ZPkcoJSaMKZipUWiMUIwqP9jpz9jMKW0nJImYmZmAQDip3WwYGZ4ZmDjYGRmAwV0BGtkZmphnaOa
The Cadogan Hotel,"Between the royal borough of Knightsbridge and a shop-filled corner of Sloane Square,...",London,cdnx.jetcdn.com/static/image/ZmHjXwV1ZPkcoJSaMKZipUWiMUIwqP9jpz9jMKW0nJImYmt5BP9mpzZgBQxkBQVgZGZjZQt5AGZ2Al5dpTp
The Ampersand Hotel,"Steps from some of London’s best museums and a short stroll from Hyde Park, the brand...",London,cdnx.jetcdn.com/static/image/ZmHjXwV1ZPkcoJSaMKZipUWiMUIwqP9jpz9jMKW0nJImYmZkAGZip3WwYGLkAwx5YGRmAGHkAQx4ZGLhnaOa
The Stafford London Kemp...,The Stafford London Kempinski is one of London’s well-hidden addresses. Like the Old ...,London,cdnx.jetcdn.com/static/image/ZmHjXwV1ZPkcoJSaMKZipUWiMUIwqP9jpz9jMKW0nJImYmR3AGZip3WwYGVlZwt0YGRmZGp0ZmN4ZmVhnaOa
Town Hall Hotel,"Hip heritage hotel in London's East End with a Michelin-starred restaurant, speakeasy...",London,cdnx.jetcdn.com/static/image/ZmHjXwV1ZPkcoJSaMKZipUWiMUIwqP9jpz9jMKW0nJImYmV5AGLip3WwYGD2Zwt1YGRmAQR5ZmVkBQVhnaOa
Hotel le Bellechasse,"Stylish sleep designed by Christian Lacroix on Paris's ritzy Left Bank, two blocks fr...",Paris,cdnx.jetcdn.com/static/image/ZmHjXwV1ZPkcoJSaMKZipUWiMUIwqP9jpz9jMKW0nJImYmL0AF9mpzZgAmN2ZGHgZGZkBQZ1AGD5Zl5dpTp
"Fouquet's Barriere, Pari...","Situated at the corner of the Champs Elysées and Avenue George V, Fouquet’s Barrière ...",Paris,cdnx.jetcdn.com/static/image/ZmHjXwV1ZPkcoJSaMKZipUWiMUIwqP9jpz9jMKW0nJImYmVmBGpip3WwYGHjBQx2YGRmZwt3ZmR2BGxhnaOa
Hotel Keppler Paris,"Tucked away on a quiet street in the fashionable Golden Triangle, the Hotel Keppler o...",Paris,cdnx.jetcdn.com/static/image/ZmHjXwV1ZPkcoJSaMKZipUWiMUIwqP9jpz9jMKW0nJImYmp2Y3AlLl0mAGN4Al0kZmV2AmHjZGRkYzcjMj
Saint James Paris,"You've probably visited a chateau or two in Paris, but staying in one's a different s...",Paris,cdnx.jetcdn.com/static/image/ZmHjXwV1ZPkcoJSaMKZipUWiMUIwqP9jpz9jMKW0nJImYmRkZwtip3WwYGH1BGR2YGRmZQHlZmLjZwRhnaOa
Castille Paris,"In the middle of all that is fashionable in Paris, the Castille matches classic Paris...",Paris,cdnx.jetcdn.com/static/image/ZmHjXwV1ZPkcoJSaMKZipUWiMUIwqP9jpz9jMKW0nJImYmV2AQxip3WwYGx1BGx3YGRmZmZ5BGL4BGxhnaOa
Mon Hotel,"Parisian pied-à-terre styled with eccentricity and flair, a short walk from the Arc d...",Paris,cdnx.jetcdn.com/static/image/ZmHjXwV1ZPkcoJSaMKZipUWiMUIwqP9jpz9jMKW0nJImYmR1AF9mpzZgZwH4ZGVgZGZjZmxkAmp3ZF5dpTp
Plaza Tour Eiffel,A petite Parisian sleep across the Seine from the Eiffel Tower and a short stroll fro...,Paris,cdnx.jetcdn.com/static/image/ZmHjXwV1ZPkcoJSaMKZipUWiMUIwqP9jpz9jMKW0nJImYmZmAwHip3WwYGZkZmDmYGRmAGt5AwL4AmLhnaOa
Hotel Sezz Paris,Sleek sleep opposite the Eiffel Tower with a petite spa and a Veuve Clicquot champagn...,Paris,cdnx.jetcdn.com/static/image/ZmHjXwV1ZPkcoJSaMKZipUWiMUIwqP9jpz9jMKW0nJImYmV1ZGLip3WwYGpjAQx5YGRmZmR1Amx4BQZhnaOa
Hotel O,Funky Parisian pad with petite pod-style guestrooms within walking distance of Notre ...,Paris,cdnx.jetcdn.com/static/image/ZmHjXwV1ZPkcoJSaMKZipUWiMUIwqP9jpz9jMKW0nJImYmZmZmZip3WwYGp2ZGZkYGRmAGpmZGtjAGLhnaOa
La Maison Champs Élysées,"In central Paris, a stone’s throw from the designer boutiques on the Avenue Montaigne...",Paris,cdnx.jetcdn.com/static/image/ZmHjXwV1ZPkcoJSaMKZipUWiMUIwqP9jpz9jMKW0nJImYmV3AGLip3WwYGDlAQt1YGRmZmHlAmt4ZQthnaOa
Hotel Montalembert,"With impeccable Left Bank credentials behind its 1920s stone facade, the Montalembert...",Paris,cdnx.jetcdn.com/static/image/ZmHjXwV1ZPkcoJSaMKZipUWiMUIwqP9jpz9jMKW0nJImYmR5BQVip3WwYGZ2BQLkYGRmZwN2BQp4BGxhnaOa
Hotel François 1er,This boutique hotel epitomizes the best of Paris. On a quiet side street a block from...,Paris,cdnx.jetcdn.com/static/image/ZmHjXwV1ZPkcoJSaMKZipUWiMUIwqP9jpz9jMKW0nJImYmLjBP9jpz9jp3OfoUWaYGD3AQpkYGRlBGZkZwNlZQthnaOyMj
Hotel Lutetia,A grand Belle Époque hotel in the Left Bank’s fashionable Saint Germain des Prés dist...,Paris,cdnx.jetcdn.com/static/image/ZmHjXwV1ZPkcoJSaMKZipUWiMUIwqP9jpz9jMKW0nJImYmL4Zl9mpzZgBGHjZwZgZGZ1ZGt1AwLjAP5dpTp
Seven Hotel Paris,Don’t call this unique Parisian property a boutique hotel. It's an experience hotel. ...,Paris,cdnx.jetcdn.com/static/image/ZmHjXwV1ZPkcoJSaMKZipUWiMUIwqP9jpz9jMKW0nJImYmH0Av9mpzZgZmNkZmVgZGZkAwLmZwVlZP5dpTp
Champs Elysees Mac Mahon,"Situated just off the Champs-Elysées, with a great view of the Arc de Triomphe, the M...",Paris,cdnx.jetcdn.com/static/image/ZmHjXwV1ZPkcoJSaMKZipUWiMUIwqP9jpz9jMKW0nJImYmV0AQRip3WwYGHkAQZ0YGRmZwt1AQH0AmVhnaOa
art'otel berlin city cen...,Iconic works by Andy Warhol in each of the 152 guestrooms set the tone for a truly ar...,Berlin,cdnx.jetcdn.com/static/image/ZmHjXwV1ZPkcoJSaMKZipUWiMUIwqP9jpz9jMKW0nJImYmL1AF9jpz9jp3OfoUWaYGt3ZGR1YGRlBGD4AmR5ZQRhnaOa
The Mandala Hotel,"A stylish addition to the city, the Mandala is a design hotel that puts guests in the...",Berlin,cdnx.jetcdn.com/static/image/ZmHjXwV1ZPkcoJSaMKZipUWiMUIwqP9jpz9jMKW0nJImYmV5AF9mpzZgBGN2BQZgZGZjBGV5AQHlAv5dpTp
Ellington Hotel,A sleek hotel that pays homage to its jazz roots and Roaring ’20s history in Berlin’s...,Berlin,cdnx.jetcdn.com/static/image/ZmHjXwV1ZPkcoJSaMKZipUWiMUIwqP9jpz9jMKW0nJImYmZjZwHip3WwYGpmAGx3YGRmAQZ4AQx1AmHhnaOa
Alma Schlosshotel,"Schloss is German for castle, and a stay at the Alma Schlosshotel is not unlike a res...",Berlin,cdnx.jetcdn.com/static/image/ZmHjXwV1ZPkcoJSaMKZipUWiMUIwqP9jpz9jMKW0nJImYmR3BQtip3WwYGV2ZGZ4YGRmZGt1ZGH4ZQRhnaOa
Boscolo Aleph Roma,A 19th-century bank turned five-star hotel with a rooftop bar and a spa tucked deep i...,Rome,cdnx.jetcdn.com/static/image/ZmHjXwV1ZPkcoJSaMKZipUWiMUIwqP9jpz9jMKW0nJImYmZ1AQZip3WwYGRjBQN3YGRmAwtkZmV5BQRhnaOa
Relais Orso,"Bold design, stark decor and a gourmet restaurant combine at this hipster hangout in ...",Rome,cdnx.jetcdn.com/static/image/ZmHjXwV1ZPkcoJSaMKZipUWiMUIwqP9jpz9jMKW0nJImYmZmBQZip3WwYGR2AwV2YGRmAwNmAQHkZmphnaOa
Boscolo Exedra Roma,"Grand neoclassical gem on the Piazza della Repubblica, with a gigantic rooftop terrac...",Rome,cdnx.jetcdn.com/static/image/ZmHjXwV1ZPkcoJSaMKZipUWiMUIwqP9jpz9jMKW0nJImYmZ1Ampip3WwYGDjBGZlYGRmAwxlZmplBGLhnaOa
The First Luxury Art Hot...,"Play art collector for a day at The First Luxury Art Hotel, a new addition to the Rom...",Rome,cdnx.jetcdn.com/static/image/ZmHjXwV1ZPkcoJSaMKZipUWiMUIwqP9jpz9jMKW0nJImYmVkZQDip3WwYGR0AQV5YGRmZwV1ZGN5AQxhnaOa
Gran Meliá Rome,"A luxe urban resort complete with botanical gardens and an outdoor pool, Gran Meliá R...",Rome,cdnx.jetcdn.com/static/image/ZmHjXwV1ZPkcoJSaMKZipUWiMUIwqP9jpz9jMKW0nJImYmZkZGpip3WwYGD0AGZjYGRmAQLkBQt1ZGRhnaOa
Hotel Lord Byron,Rome might have more hotel options than ancient ruins. But few properties in the hist...,Rome,cdnx.jetcdn.com/static/image/ZmHjXwV1ZPkcoJSaMKZipUWiMUIwqP9jpz9jMKW0nJImYmDjZv9mpzZgAwx2AGRgZGZlAQLjAmRkAv5dpTp
Hotel Stendhal,Clean lines and classic furnishings dominate this petite 30-room townhouse near the S...,Rome,cdnx.jetcdn.com/static/image/ZmHjXwV1ZPkcoJSaMKZipUWiMUIwqP9jpz9jMKW0nJImYmZ0AQDip3WwYGR0AmDkYGRmAwDlZwL1BQHhnaOa
Kolbe Hotel,"Medieval arches, exposed brickwork and a courtyard restaurant combine at this histori...",Rome,cdnx.jetcdn.com/static/image/ZmHjXwV1ZPkcoJSaMKZipUWiMUIwqP9jpz9jMKW0nJImYmZ0ZQRip3WwYGL4AGD2YGRmAwN5AQt4AGZhnaOa
Hotel Palazzo Manfredi,With some of the best views of the Colosseum — and standing right on the Ludus Magnus...,Rome,cdnx.jetcdn.com/static/image/ZmHjXwV1ZPkcoJSaMKZipUWiMUIwqP9jpz9jMKW0nJImYmHkAl9mpzZgAQt2AGtgZGZjBGt3AmZ0ZF5dpTp
Gigli d'Oro Suite,"It may be mere steps from tourist draw Piazza Navona, but the Gigli d’Oro is a world ...",Rome,cdnx.jetcdn.com/static/image/ZmHjXwV1ZPkcoJSaMKZipUWiMUIwqP9jpz9jMKW0nJImYmVmAmLip3WwYGZ5BGxlYGRmZwp1BGV0AwthnaOa
Aldrovandi Villa Borghes...,"Overlooking the gorgeous greenery of Rome’s Borghese Gardens, Aldrovandi Villa Borghe...",Rome,cdnx.jetcdn.com/static/image/ZmHjXwV1ZPkcoJSaMKZipUWiMUIwqP9jpz9jMKW0nJImYmV1AmHip3WwYGD1ZwxjYGRmAQLmZmp4ZmthnaOa
Regina Hotel Baglioni,"Classical elegance, Mediterranean flair and knockout service reign supreme at this re...",Rome,cdnx.jetcdn.com/static/image/ZmHjXwV1ZPkcoJSaMKZipUWiMUIwqP9jpz9jMKW0nJImYmZ1ZQtip3WwYGR3ZQH3YGRmAwLkZwtkAwLhnaOa
New Hotel Athens,Imagine the Rio Carnival being transported to Athens and you'll get an inkling of the...,Athens,cdnx.jetcdn.com/static/image/ZmHjXwV1ZPkcoJSaMKZipUWiMUIwqP9jpz9jMKW0nJImYmV2AQNip3WwYGx5AwL1YGRmZmDjBQZjZmthnaOa
Hera Hotel Athens,Cozy crashpad in the shadow of the Acropolis with a rooftop restaurant overlooking th...,Athens,cdnx.jetcdn.com/static/image/ZmHjXwV1ZPkcoJSaMKZipUWiMUIwqP9jpz9jMKW0nJImYmH0Zl9mpzZgAmD4ZQHgZGZjAGpmZQZ0Zv5dpTp
Fresh Hotel,The latest in our Style Steals series — our crop of hip hotels at OMG prices — is com...,Athens,cdnx.jetcdn.com/static/image/ZmHjXwV1ZPkcoJSaMKZipUWiMUIwqP9jpz9jMKW0nJImYmV0AQZip3WwYGp4BQVjYGRmZmVlAGHlBGNhnaOa
St George Lycabettus,Athens grande dame with a rooftop pool presiding over postcard views of the Acropolis...,Athens,cdnx.jetcdn.com/static/image/ZmHjXwV1ZPkcoJSaMKZipUWiMUIwqP9jpz9jMKW0nJImYmZlBQNip3WwYGLjBGH4YGRmAGH3AwZ2BGLhnaOyMj
The Margi,"On the Vouliagmeni Peninsula, 12 miles south of central Athens, the Margi is a boutiq...",Athens,cdnx.jetcdn.com/static/image/ZmHjXwV1ZPkcoJSaMKZipUWiMUIwqP9jpz9jMKW0nJImYmD0BP9mpzZgAwt0AGtgZGZ0ZwpkZmNkZv5dpTp
Smyth TriBeCa,"Modern TriBeCa sleep that’s hip without trying too hard, with a buzzy bar and topnotc...",New York,cdnx.jetcdn.com/static/image/ZmHjXwV1ZPkcoJSaMKZipUWiMUIwqP9jpz9jMKW0nJImYmx5Al9mpzZgAmNlAmHgZGZjZwL1ZwR5AF5dpTp
The NoMad Hotel,French seductress anchored by a buzz-worthy restaurant and low-lit mahogany bar in an...,New York,cdnx.jetcdn.com/static/image/ZmHjXwV1ZPkcoJSaMKZipUWiMUIwqP9jpz9jMKW0nJImYmZjAGVip3WwYGtkBQp2YGRmAQZ2AwH5AwphnaOa
"The Standard, High Line","Exhibitionist icon above the Meatpacking District, with an haute biergarten and two o...",New York,cdnx.jetcdn.com/static/image/ZmHjXwV1ZPkcoJSaMKZipUWiMUIwqP9jpz9jMKW0nJImYmVip3WwYGt2BGZ4YGRmZQp0AwD4ZwLhnaOa
Le Parker Meridien New Y...,"Family-friendly hotel with a secret burger joint, one of the city’s best breakfasts a...",New York,cdnx.jetcdn.com/static/image/ZmHjXwV1ZPkcoJSaMKZipUWiMUIwqP9jpz9jMKW0nJImYmRjAv9mpzZgAmt4ZwHgZGZmBQZkAQZjAP5dpTp
Mondrian Soho,"Whimsical dream world with design cred, celeb fave club and Italian eats",New York,cdnx.jetcdn.com/static/image/ZmHjXwV1ZPkcoJSaMKZipUWiMUIwqP9jpz9jMKW0nJImYmp2AP9mpzZgZwH1ZwDgZGZ1AGp3BQZlBP5dpTp
Hudson,"Jetsetter Style Steal near Central Park with larger-than-life common areas, a 15th-fl...",New York,cdnx.jetcdn.com/static/image/ZmHjXwV1ZPkcoJSaMKZipUWiMUIwqP9jpz9jMKW0nJImYmH2BP9mpzZgAmt2AwDgZGZkZmL5BGt4AP5dpTp
Thompson LES,"Glamorous portal into New York’s downtown scene with a sushi restaurant, industrial-c...",New York,cdnx.jetcdn.com/static/image/ZmHjXwV1ZPkcoJSaMKZipUWiMUIwqP9jpz9jMKW0nJImYmp3ZP9mpzZgBQtmBGZgZGZkZGLkBGt1Al5dpTp
Wyndham Midtown 45,"Mod, make-yourself-at-home suites with kitchens and custom furniture in the heart of ...",New York,cdnx.jetcdn.com/static/image/ZmHjXwV1ZPkcoJSaMKZipUWiMUIwqP9jpz9jMKW0nJImYmZlZQHip3WwYGx0AmxlYGRmAGp3AQLlZGLhnaOa
"The Standard, East Villa...","A glass and steel skyscraper in the decidedly low-rise East Village, The Standard, Ea...",New York,cdnx.jetcdn.com/static/image/ZmHjXwV1ZPkcoJSaMKZipUWiMUIwqP9jpz9jMKW0nJImYmR1Al9mpzZgZmp1AmtgZGZjBQR2BGL2Al5dpTp
Gansevoort Park Avenue,Celeb-friendly glamazon hotel with a tri-level bar and an indoor-outdoor pool overloo...,New York,cdnx.jetcdn.com/static/image/ZmHjXwV1ZPkcoJSaMKZipUWiMUIwqP9jpz9jMKW0nJImYmHlZF9mpzZgAmL5ZQVgZGZ0ZGx1ZQtkZv5dpTp
Royalton,Smoldering modernist hideaway in Midtown with a buzzy afterwork bar scene and a New A...,New York,cdnx.jetcdn.com/static/image/ZmHjXwV1ZPkcoJSaMKZipUWiMUIwqP9jpz9jMKW0nJImYmZ1BP9mpzZgAGVmZwZgZGZlZGxjBGplAv5dpTp
King & Grove Williamsbur...,A party-loving pad with a rooftop bar and seasonal outdoor saltwater pool in Brooklyn...,New York,cdnx.jetcdn.com/static/image/ZmHjXwV1ZPkcoJSaMKZipUWiMUIwqP9jpz9jMKW0nJImYmZjZmRip3WwYGR1ZQx3YGRmAGHmAQZ1BQZhnaOa
The New York Palace,New York glamour den marrying Old World gilding with modern design in the heart of Mi...,New York,cdnx.jetcdn.com/static/image/ZmHjXwV1ZPkcoJSaMKZipUWiMUIwqP9jpz9jMKW0nJImYmV2ZGLip3WwYGV4AGt0YGRmAwN2BGp5ZGthnaOa
Dream Downtown,Celeb playpen with a Miami-meets-Ibiza pool scene and a models-and-bottles rooftop ba...,New York,cdnx.jetcdn.com/static/image/ZmHjXwV1ZPkcoJSaMKZipUWiMUIwqP9jpz9jMKW0nJImYmR0ZGHip3WwYGxjAwt2YGRmZwR1AmD3AmphnaOa
Helmsley Park Lane,"Old New York glamour downstairs, serene modern aeries upstairs with million-dollar Ce...",New York,cdnx.jetcdn.com/static/image/ZmHjXwV1ZPkcoJSaMKZipUWiMUIwqP9jpz9jMKW0nJImYmR5AQDip3WwYGxmAGZ4YGRmZGx0AmR5AQRhnaOa
Omni San Francisco Hotel,A renovated bank building-turned-hotel brings a Renaissance Florence feel to the Fina...,San Francisco,cdnx.jetcdn.com/static/image/ZmHjXwV1ZPkcoJSaMKZipUWiMUIwqP9jpz9jMKW0nJImYmRkZmNip3WwYGR5AwpjYGRmZQH1AwZ0ZGthnaOa
Hotel Vitale,"If Hotel Vitale relied on its location alone, it would still be one of San Francisco’...",San Francisco,cdnx.jetcdn.com/static/image/ZmHjXwV1ZPkcoJSaMKZipUWiMUIwqP9jpz9jMKW0nJImYmVjBQLip3WwYGZjBQL3YGRmZwLmBGN3ZmLhnaOa
Hotel Rex,An homage to 1920s literary life soaked in the spirit of the Lost Generation and step...,San Francisco,cdnx.jetcdn.com/static/image/ZmHjXwV1ZPkcoJSaMKZipUWiMUIwqP9jpz9jMKW0nJImYmVlZwtip3WwYGp5ZQRkYGRmZwDmZGDjAmthnaOa
Casa Madrona Hotel & Spa,A dash of New England elegance and stellar views from tony Sausalito’s historic water...,San Francisco,cdnx.jetcdn.com/static/image/ZmHjXwV1ZPkcoJSaMKZipUWiMUIwqP9jpz9jMKW0nJImYmRmAwtip3WwYGt5BGH0YGRmZGN3AwRlAQxhnaOa
The Fairmont San Francis...,"Planted in prime position atop San Francisco’s Nob Hill, the Fairmont is a true landm...",San Francisco,cdnx.jetcdn.com/static/image/ZmHjXwV1ZPkcoJSaMKZipUWiMUIwqP9jpz9jMKW0nJImYmZjZGZip3WwYGxlZGVjYGRmAQVjAQR5BGthnaOa
